Id,Nom,Adresse,Description,Public,Website,Téléphone,Catégorie1,Catégorie2,Catégorie3,Catégorie4,Catégorie5,Catégorie6,Catégorie7
3204,Boîte à lire,11 rue Richan 69004 lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Une boite à livres nommée Troc Book a été installée à la Croix-Rousse  fruit de la collaboration de plusieurs entrepreneurs. Des livres pour tous les âges sont à votre disposition",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3244,Boîte à lire,place des pavillons 69007 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Une nouvelle boite à lire a été inaugurée ce matin (17 octobre 2016)",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3311,Boîte à lire,"13, rue de la Madeleine 69007 Lyon","Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : La Partagère est une Givebox avec un espace spécialement aménagé pour les livres. C est une boîte à partage qui a été créée par des habitants du quartier et posée dans la rue depuis le 25 septembre 2016.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3345,Boîte à lire,ZAC du Champ du Pont 69800 Lyon Saint Priest,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à l intérieur de la galerie marchande de Auchan.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3422,Boîte à lire,53 Rue Charles Richard 69003 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Dans la MJC Montchat",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3542,Boîte à lire,Wilhelmsplatz 69115 Heidelberg,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : La boite se trouve dans le kiosque au milieu de la place.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3621,Boîte à lire,9 Rue Constantine 69001 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à Lire dans le bar ! Plus de 7000 Livres partagés dans ce bar !",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3709,Boîte à lire,Place de Charles de Gaulle 69970 Chaponnay,Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3755,Boîte à lire,Place Sathonay 69001 Lyon,Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3828,Boîte à lire,25 avenue des frères lumières 69008 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à dons dans l'enceinte de la MJC monplaisir, accessible du lundi au samedi ...",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3924,Boîte à lire,136 boulevard Yves Farge 69007 LYON,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Co-réalisée par La commission Culture du Conseil de Quartier de Gerland et le Foyer APF L'Etincelle.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3936,Boîte à lire,3 Chemin du Fort 69340 Francheville,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à Lire accessible à tous à proximité du Marché et du Parc du Grillon. Réalisée par les Services Techniques municipaux et décorée par l artiste Mlle Terite.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
3940,Boîte à lire,Place curial 69500 bron,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Une initiative des conseils de quartier !",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4042,Boîte à lire,Le Bourg 69430 Avenas,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : A côté de l'arrêt de bus et de la table d'orientation, à la sortie du village en direction de Monsols, elle existe depuis des années déjà.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4098,Boîte à lire,rue du 19 mars 1962 69780 mions,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Halles Louis Miachon coté square",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4099,Boîte à lire,18 rue joliot curie 69780 mions,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Entré du groupe scolaire joliot curie",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4200,Boîte à lire,87 rue de la République 69002 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : La boite à lire se trouve dans le restaurant Pomme de Pain.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4327,Boîte à lire,Avenue Paul Doumer 69630 Chaponost,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : A proximité du commerce Vival.A l'initiative du Collectif Graines de Possibles Ça y est, le kiosque à livres Pass'Livres"" est installé avenue Paul Doumer à proximité du commerce Vival. On passe, on prend un livre, ou on en laisse un selon l'humeur, ou les deux ...Un bon moyen de partager ses coups de coeur, sans contraintes, au gré de ses envies.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4347,Boîte à lire,3 quai jean Moulin 69001 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : A l'intérieur du magasin Bulko.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4350,Boîte à lire,18 Route de Theizé 69400 Pouilly le Monial,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à lire sur la place entre le coiffeur et le restaurant la bascule",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4353,Boîte à lire,Place du général Brosset 69570 Dardilly,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Petite boîte rouge installée au pied des escaliers qui mènent au parvis de l église St Claude. A l'intersection avec l'avenue de Verdun.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4413,Boîte à lire,Place de l'Eglise 69210 Saint Pierre la Palud,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Il s'agit d'une cabine téléphonique au bord de la rue près de l'arrêt de car, en face l'église, rue Joseph Gay.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4573,Boîte à lire,30 avenue de la Toison d Or 6900 Marche-en-Famenne,Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4677,Boîte à lire,65 RUE GEORGES BIZET 69150 DECINES,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Juste en face de l entrée de l'espace Berthaudiere vers la prairie et le skate park",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4728,Boîte à lire,rue de l Ancienne Poste 6900 Marloie,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : 1ère boite à lire du village, elle est stratégiquement posée sur le muret de l école. Elle est accessible pour les élèves mais aussi pour les habitants du village ou gens de passage.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4743,Boîte à lire,Rue de l ancienne poste N°5 6900 Marloie,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : 1ère boite à lire du village, elle est stratégiquement posée sur le muret de l école. elle est accessible pour les élèves mais aussi pour les habitants du village ou gens de passage.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4764,Boîte à lire,chemin de Gravières 69420 TUPINS ET  SEMONS,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : A l angle route de Lyon et chemin des gravière",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4777,Boîte à lire,22 avenue de Limburg 69110 Ste-Foy-Lès-Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : A l angle de la rue de Cuzieu, devant la Maison Nature de la Gravière",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4778,Boîte à lire,Place de l Europe 69340 Francheville,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Sous les arbres, à l angle de l'avenue du Chater et du chemin de Chantegrillet.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4818,Boîte à lire,1 route d Azieu 69720 Saint-Bonnet-de-Mure,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : en face de la place de l ancienne mairie",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4819,Boîte à lire,14 rue de l église 69720 Saint-Laurent-de-Mure,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : La boite à livre est située dans la partie piétonne de la rue de l église, à l'entrée du bois du baron.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4886,Boîte à lire,mairie 69730 genay,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite a côté de la mairie bien remplie. La bibliothèque met quelques livres des fois.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4888,Boîte à lire,cafe  le proton minet 69480 les cheres route nationale 6,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : à droite en entrant dans le café",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4912,Boîte à lire,2bis rue rey loras 69250 neuville sur saone,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : entree du joli parc de loisirs 50metres à droite très facile à trouver",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4916,Boîte à lire,Ecole 69270 rochetaillee sur saone,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Devant l'entrée de l'école sur la droite. Du choix de temps en  temps.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4952,Boîte à lire,55 rue Joannès Vallet 69200 Vénissieux,Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4976,Boîte à lire,Place Charles de gaulle 69290 Craponne,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Juste devant la mairie",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
4977,Boîte à lire,Place Andrée Marie Perrin 69290 Craponne,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Une grande idée",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5040,Boîte à lire,59 bd pinél 69500 Bron,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boîte installée dans le hall d entrée de l hôpital cardiologique Louis Pradel .....une autre dans le hall d entrée de l hôpital neurologique Pierre Weitemer",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5116,Boîte à lire,245 rue Garibaldi 69000 LYON,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Dans l accueil à côté des machine à café de la DRDJSCS direction régionale jeunesse et sports",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5166,Boîte à lire,rue de l ancienne poste 5 6900 Marloie,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Près de l église",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5178,Boîte à lire,51 Rue Coste 69300 Caluire et Cuire,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Installée devant la Maison des Hauts de Cuirehttp://mhc-caluire.fr/",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5290,Boîte à lire,11 avenue Carnot 69580 Sathonay-Camp,Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.,tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5357,Boîte à lire,52 Rue Gambetta 69270 Fontaines sur Saône,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boite à lire sur la place, devant le terrain de jeu, proche de la poste.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5449,Boîte à lire,parc de champvert 69005 69005 - LYON 05,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : parc de champvert Simply a l entrée a droite",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5512,Boîte à lire,Rue Yves Farge 69700 Givors,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Installée par la municipalité, à proximité de Pass Partoo Givors sur la ZA La Plaine Robinson,",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5526,Boîte à lire,Ile Oneux 6990 Hotton,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Près des jeux d'enfants",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5558,Boîte à lire,3 Place de la Liberté 69700 Givors,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Installée par la municipalité, à l'intérieur du parc de la Maison du Fleuve Rhône",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5569,Boîte à lire,Place de Ronshausen 69740 Genas,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Arbre à livres, situés dans le jardin des murmures",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
5589,Boîte à lire,30 boulevard Vivier-Merle 69003 Lyon,"Les boîtes à lire sont des installations libres d'accès où chacun peut venir prendre ou déposer des livres.

Précisions sur celle-ci : Boîte à livres dans le hall de l entrée, et même boîte à DVD devant les portes vitrées.",tous publics,https://www.boite-a-lire.com/,,6,62,,,,,
